"cd.lac" "camp.annee" "taxon" "lat_plando" "long_plando"
"ANG85" 2011 "Cyprinus carpio" 46.6441 -1.06376
"ANG85" 2008 "Gymnocephalus cernua" 46.6441 -1.06376
"ANG85" 2011 "Gymnocephalus cernua" 46.6441 -1.06376
"ANG85" 2008 "Perca fluviatilis" 46.6441 -1.06376
"ANG85" 2011 "Perca fluviatilis" 46.6441 -1.06376
"ANG85" 2008 "Rutilus rutilus" 46.6441 -1.06376
"ANG85" 2011 "Rutilus rutilus" 46.6441 -1.06376
"ANG85" 2008 "Sander lucioperca" 46.6441 -1.06376
"ANG85" 2011 "Sander lucioperca" 46.6441 -1.06376
"ANG85" 2008 "Scardinius erythrophthalmus" 46.6441 -1.06376
"ANG85" 2011 "Tinca tinca" 46.6441 -1.06376
"ANN74" 2012 "Abramis brama" 45.855 6.17831
"ANN74" 2007 "Alburnus alburnus" 45.855 6.17831
"ANN74" 2012 "Barbatula barbatula" 45.855 6.17831
"ANN74" 2009 "Blicca bjoerkna" 45.855 6.17831
"ANN74" 2012 "Blicca bjoerkna" 45.855 6.17831
"ANN74" 2007 "Coregonus lavaretus" 45.855 6.17831
"ANN74" 2009 "Coregonus lavaretus" 45.855 6.17831
"ANN74" 2010 "Coregonus lavaretus" 45.855 6.17831
"ANN74" 2016 "Coregonus lavaretus" 45.855 6.17831
"ANN74" 2007 "Cottus gobio" 45.855 6.17831
"ANN74" 2010 "Cottus gobio" 45.855 6.17831
"ANN74" 2012 "Cyprinus carpio" 45.855 6.17831
"ANN74" 2007 "Esox lucius" 45.855 6.17831
"ANN74" 2010 "Esox lucius" 45.855 6.17831
"ANN74" 2012 "Esox lucius" 45.855 6.17831
"ANN74" 2016 "Esox lucius" 45.855 6.17831
"ANN74" 2007 "Gobio gobio" 45.855 6.17831
"ANN74" 2010 "Gobio gobio" 45.855 6.17831
"ANN74" 2012 "Gobio gobio" 45.855 6.17831
"ANN74" 2016 "Gobio gobio" 45.855 6.17831
"ANN74" 2007 "Leuciscus leuciscus" 45.855 6.17831
"ANN74" 2007 "Lota lota" 45.855 6.17831
"ANN74" 2009 "Lota lota" 45.855 6.17831
"ANN74" 2010 "Lota lota" 45.855 6.17831
"ANN74" 2012 "Lota lota" 45.855 6.17831
"ANN74" 2016 "Lota lota" 45.855 6.17831
"ANN74" 2007 "Perca fluviatilis" 45.855 6.17831
"ANN74" 2009 "Perca fluviatilis" 45.855 6.17831
"ANN74" 2010 "Perca fluviatilis" 45.855 6.17831
"ANN74" 2012 "Perca fluviatilis" 45.855 6.17831
"ANN74" 2016 "Perca fluviatilis" 45.855 6.17831
"ANN74" 2012 "Phoxinus phoxinus" 45.855 6.17831
"ANN74" 2007 "Rutilus rutilus" 45.855 6.17831
"ANN74" 2009 "Rutilus rutilus" 45.855 6.17831
"ANN74" 2010 "Rutilus rutilus" 45.855 6.17831
"ANN74" 2012 "Rutilus rutilus" 45.855 6.17831
"ANN74" 2016 "Rutilus rutilus" 45.855 6.17831
"ANN74" 2007 "Salaria fluviatilis" 45.855 6.17831
"ANN74" 2010 "Salaria fluviatilis" 45.855 6.17831
"ANN74" 2010 "Salmo trutta" 45.855 6.17831
"ANN74" 2012 "Salmo trutta" 45.855 6.17831
"ANN74" 2007 "Salvelinus alpinus" 45.855 6.17831
"ANN74" 2009 "Salvelinus alpinus" 45.855 6.17831
"ANN74" 2010 "Salvelinus alpinus" 45.855 6.17831
"ANN74" 2016 "Salvelinus alpinus" 45.855 6.17831
"ANN74" 2010 "Scardinius erythrophthalmus" 45.855 6.17831
"ANN74" 2016 "Scardinius erythrophthalmus" 45.855 6.17831
"ANN74" 2007 "Squalius cephalus" 45.855 6.17831
"ANN74" 2010 "Squalius cephalus" 45.855 6.17831
"ANN74" 2012 "Squalius cephalus" 45.855 6.17831
"ANN74" 2007 "Tinca tinca" 45.855 6.17831
"ANN74" 2010 "Tinca tinca" 45.855 6.17831
"ANN74" 2012 "Tinca tinca" 45.855 6.17831
"ANN74" 2016 "Tinca tinca" 45.855 6.17831
"ANS69" 2011 "Ameiurus melas" 45.9555 4.72832
"ANS69" 2017 "Ameiurus melas" 45.9555 4.72832
"ANS69" 2011 "Cyprinus carpio" 45.9555 4.72832
"ANS69" 2011 "Esox lucius" 45.9555 4.72832
"ANS69" 2017 "Esox lucius" 45.9555 4.72832
"ANS69" 2011 "Gymnocephalus cernua" 45.9555 4.72832
"ANS69" 2017 "Gymnocephalus cernua" 45.9555 4.72832
"ANS69" 2011 "Lepomis gibbosus" 45.9555 4.72832
"ANS69" 2017 "Lepomis gibbosus" 45.9555 4.72832
"ANS69" 2011 "Perca fluviatilis" 45.9555 4.72832
"ANS69" 2017 "Perca fluviatilis" 45.9555 4.72832
"ANS69" 2011 "Rutilus rutilus" 45.9555 4.72832
"ANS69" 2017 "Rutilus rutilus" 45.9555 4.72832
"ANS69" 2011 "Sander lucioperca" 45.9555 4.72832
"ANS69" 2011 "Scardinius erythrophthalmus" 45.9555 4.72832
"ANS69" 2017 "Scardinius erythrophthalmus" 45.9555 4.72832
"ANS69" 2011 "Silurus glanis" 45.9555 4.72832
"ANS69" 2017 "Silurus glanis" 45.9555 4.72832
"ANS69" 2011 "Tinca tinca" 45.9555 4.72832
"ANS69" 2017 "Tinca tinca" 45.9555 4.72832
"ANT74" 2007 "Phoxinus phoxinus" 45.9913 6.79833
"ANT74" 2007 "Salmo trutta" 45.9913 6.79833
"ANT74" 2007 "Salvelinus alpinus" 45.9913 6.79833
"APR85" 2007 "Abramis brama" 46.7557 -1.68679
"APR85" 2007 "Alburnus alburnus" 46.7557 -1.68679
"APR85" 2007 "Ameiurus melas" 46.7557 -1.68679
"APR85" 2007 "Blicca bjoerkna" 46.7557 -1.68679
"APR85" 2007 "Cyprinus carpio" 46.7557 -1.68679
"APR85" 2007 "Gymnocephalus cernua" 46.7557 -1.68679
"APR85" 2007 "Perca fluviatilis" 46.7557 -1.68679
"APR85" 2007 "Rutilus rutilus" 46.7557 -1.68679
"APR85" 2007 "Sander lucioperca" 46.7557 -1.68679
"APR85" 2007 "Scardinius erythrophthalmus" 46.7557 -1.68679
"ARD62" 2011 "Abramis brama" 50.8656 1.96985
"ARD62" 2018 "Abramis brama" 50.8656 1.96985
"ARD62" 2018 "Alburnus alburnus" 50.8656 1.96985
"ARD62" 2018 "Anguilla anguilla" 50.8656 1.96985
"ARD62" 2011 "Blicca bjoerkna" 50.8656 1.96985
"ARD62" 2018 "Blicca bjoerkna" 50.8656 1.96985
"ARD62" 2018 "Cyprinus carpio" 50.8656 1.96985
"ARD62" 2011 "Gymnocephalus cernua" 50.8656 1.96985
"ARD62" 2018 "Gymnocephalus cernua" 50.8656 1.96985
"ARD62" 2018 "Hypophthalmichthys molitrix" 50.8656 1.96985
"ARD62" 2011 "Perca fluviatilis" 50.8656 1.96985
"ARD62" 2018 "Perca fluviatilis" 50.8656 1.96985
"ARD62" 2011 "Rutilus rutilus" 50.8656 1.96985
"ARD62" 2018 "Rutilus rutilus" 50.8656 1.96985
"ARD62" 2011 "Sander lucioperca" 50.8656 1.96985
"ARD62" 2018 "Sander lucioperca" 50.8656 1.96985
"ARD62" 2018 "Scardinius erythrophthalmus" 50.8656 1.96985
"ARG19" 2016 "Abramis brama" 45.1197 1.97863
"ARG19" 2016 "Alburnus alburnus" 45.1197 1.97863
"ARG19" 2016 "Esox lucius" 45.1197 1.97863
"ARG19" 2016 "Gobio gobio" 45.1197 1.97863
"ARG19" 2016 "Gymnocephalus cernua" 45.1197 1.97863
"ARG19" 2016 "Leuciscus leuciscus" 45.1197 1.97863
"ARG19" 2016 "Perca fluviatilis" 45.1197 1.97863
"ARG19" 2016 "Rutilus rutilus" 45.1197 1.97863
"ARG19" 2016 "Salmo trutta" 45.1197 1.97863
"ARG19" 2016 "Sander lucioperca" 45.1197 1.97863
"ARJ40" 2013 "Esox lucius" 44.0206 -0.853973
"ARJ40" 2013 "Lepomis gibbosus" 44.0206 -0.853973
"ARJ40" 2013 "Perca fluviatilis" 44.0206 -0.853973
"ARJ40" 2013 "Rutilus rutilus" 44.0206 -0.853973
"ARJ40" 2013 "Sander lucioperca" 44.0206 -0.853973
"ARJ40" 2013 "Scardinius erythrophthalmus" 44.0206 -0.853973
"ARZ56" 2007 "Abramis brama" 47.5567 -2.2516
"ARZ56" 2007 "Alburnus alburnus" 47.5567 -2.2516
"ARZ56" 2007 "Ameiurus melas" 47.5567 -2.2516
"ARZ56" 2007 "Blicca bjoerkna" 47.5567 -2.2516
"ARZ56" 2007 "Chelon auratus" 47.5567 -2.2516
"ARZ56" 2007 "Chelon ramada" 47.5567 -2.2516
"ARZ56" 2007 "Gymnocephalus cernua" 47.5567 -2.2516
"ARZ56" 2007 "Lepomis gibbosus" 47.5567 -2.2516
"ARZ56" 2007 "Perca fluviatilis" 47.5567 -2.2516
"ARZ56" 2007 "Rutilus rutilus" 47.5567 -2.2516
"ARZ56" 2007 "Sander lucioperca" 47.5567 -2.2516
"ARZ56" 2007 "Scardinius erythrophthalmus" 47.5567 -2.2516
"ARZ56" 2007 "Silurus glanis" 47.5567 -2.2516
"AST32" 2010 "Abramis brama" 43.3797 0.630913
"AST32" 2017 "Abramis brama" 43.3797 0.630913
"AST32" 2010 "Alburnus alburnus" 43.3797 0.630913
"AST32" 2017 "Alburnus alburnus" 43.3797 0.630913
"AST32" 2017 "Blicca bjoerkna" 43.3797 0.630913
"AST32" 2010 "Carassius carassius" 43.3797 0.630913
"AST32" 2010 "Cyprinus carpio" 43.3797 0.630913
"AST32" 2017 "Cyprinus carpio" 43.3797 0.630913
"AST32" 2010 "Esox lucius" 43.3797 0.630913
"AST32" 2017 "Esox lucius" 43.3797 0.630913
"AST32" 2017 "Lepomis gibbosus" 43.3797 0.630913
"AST32" 2010 "Perca fluviatilis" 43.3797 0.630913
"AST32" 2017 "Perca fluviatilis" 43.3797 0.630913
"AST32" 2010 "Rutilus rutilus" 43.3797 0.630913
"AST32" 2017 "Rutilus rutilus" 43.3797 0.630913
"AST32" 2010 "Sander lucioperca" 43.3797 0.630913
"AST32" 2017 "Sander lucioperca" 43.3797 0.630913
"AST32" 2017 "Scardinius erythrophthalmus" 43.3797 0.630913
"AUD62" 2009 "Abramis brama" 50.7799 2.27789
"AUD62" 2016 "Abramis brama" 50.7799 2.27789
"AUD62" 2009 "Alburnus alburnus" 50.7799 2.27789
"AUD62" 2016 "Alburnus alburnus" 50.7799 2.27789
"AUD62" 2009 "Anguilla anguilla" 50.7799 2.27789
"AUD62" 2009 "Blicca bjoerkna" 50.7799 2.27789
"AUD62" 2016 "Blicca bjoerkna" 50.7799 2.27789
"AUD62" 2009 "Carassius carassius" 50.7799 2.27789
"AUD62" 2016 "Carassius carassius" 50.7799 2.27789
"AUD62" 2009 "Cyprinus carpio" 50.7799 2.27789
"AUD62" 2009 "Gasterosteus aculeatus" 50.7799 2.27789
"AUD62" 2016 "Gasterosteus aculeatus" 50.7799 2.27789
"AUD62" 2009 "Gymnocephalus cernua" 50.7799 2.27789
"AUD62" 2016 "Gymnocephalus cernua" 50.7799 2.27789
"AUD62" 2009 "Rutilus rutilus" 50.7799 2.27789
"AUD62" 2016 "Rutilus rutilus" 50.7799 2.27789
"AUD62" 2009 "Sander lucioperca" 50.7799 2.27789
"AUD62" 2016 "Sander lucioperca" 50.7799 2.27789
"AUD62" 2016 "Scardinius erythrophthalmus" 50.7799 2.27789
"AUL13" 2011 "Abramis brama" 43.5915 4.79165
"AUL13" 2011 "Blicca bjoerkna" 43.5915 4.79165
"AUL13" 2015 "Blicca bjoerkna" 43.5915 4.79165
"AUL13" 2011 "Carassius carassius" 43.5915 4.79165
"AUL13" 2015 "Cyprinus carpio" 43.5915 4.79165
"AUL13" 2011 "Esox lucius" 43.5915 4.79165
"AUL13" 2015 "Esox lucius" 43.5915 4.79165
"AUL13" 2011 "Lepomis gibbosus" 43.5915 4.79165
"AUL13" 2015 "Lepomis gibbosus" 43.5915 4.79165
"AUL13" 2011 "Perca fluviatilis" 43.5915 4.79165
"AUL13" 2015 "Perca fluviatilis" 43.5915 4.79165
"AUL13" 2011 "Rutilus rutilus" 43.5915 4.79165
"AUL13" 2015 "Rutilus rutilus" 43.5915 4.79165
"AUL13" 2011 "Sander lucioperca" 43.5915 4.79165
"AUL13" 2015 "Sander lucioperca" 43.5915 4.79165
"AUL13" 2011 "Scardinius erythrophthalmus" 43.5915 4.79165
"AUL13" 2015 "Scardinius erythrophthalmus" 43.5915 4.79165
"AUL13" 2011 "Silurus glanis" 43.5915 4.79165
"AUL13" 2015 "Silurus glanis" 43.5915 4.79165
"AUL13" 2011 "Tinca tinca" 43.5915 4.79165
"AUL13" 2015 "Tinca tinca" 43.5915 4.79165
"AUM44" 2008 "Abramis brama" 47.6069 -2.05548
"AUM44" 2008 "Alburnus alburnus" 47.6069 -2.05548
"AUM44" 2008 "Blicca bjoerkna" 47.6069 -2.05548
"AUM44" 2008 "Esox lucius" 47.6069 -2.05548
"AUM44" 2008 "Gymnocephalus cernua" 47.6069 -2.05548
"AUM44" 2008 "Perca fluviatilis" 47.6069 -2.05548
"AUM44" 2008 "Rutilus rutilus" 47.6069 -2.05548
"AUM44" 2008 "Sander lucioperca" 47.6069 -2.05548
"AUM44" 2008 "Scardinius erythrophthalmus" 47.6069 -2.05548
"AUM44" 2008 "Tinca tinca" 47.6069 -2.05548
"AUR40" 2008 "Abramis brama" 44.2273 -1.20776
"AUR40" 2015 "Abramis brama" 44.2273 -1.20776
"AUR40" 2008 "Ameiurus melas" 44.2273 -1.20776
"AUR40" 2015 "Ameiurus melas" 44.2273 -1.20776
"AUR40" 2008 "Blicca bjoerkna" 44.2273 -1.20776
"AUR40" 2015 "Blicca bjoerkna" 44.2273 -1.20776
"AUR40" 2015 "Cyprinus carpio" 44.2273 -1.20776
"AUR40" 2008 "Esox lucius" 44.2273 -1.20776
"AUR40" 2015 "Esox lucius" 44.2273 -1.20776
"AUR40" 2008 "Gymnocephalus cernua" 44.2273 -1.20776
"AUR40" 2015 "Gymnocephalus cernua" 44.2273 -1.20776
"AUR40" 2008 "Lepomis gibbosus" 44.2273 -1.20776
"AUR40" 2015 "Lepomis gibbosus" 44.2273 -1.20776
"AUR40" 2008 "Perca fluviatilis" 44.2273 -1.20776
"AUR40" 2015 "Perca fluviatilis" 44.2273 -1.20776
"AUR40" 2008 "Rutilus rutilus" 44.2273 -1.20776
"AUR40" 2015 "Rutilus rutilus" 44.2273 -1.20776
"AUR40" 2008 "Sander lucioperca" 44.2273 -1.20776
"AUR40" 2015 "Sander lucioperca" 44.2273 -1.20776
"AUR40" 2008 "Scardinius erythrophthalmus" 44.2273 -1.20776
"AUR40" 2015 "Scardinius erythrophthalmus" 44.2273 -1.20776
"AUR40" 2008 "Silurus glanis" 44.2273 -1.20776
"AUR40" 2015 "Silurus glanis" 44.2273 -1.20776
"AVE34" 2009 "Abramis brama" 43.7781 3.08778
"AVE34" 2009 "Alburnus alburnus" 43.7781 3.08778
"AVE34" 2009 "Cyprinus carpio" 43.7781 3.08778
"AVE34" 2009 "Oncorhynchus mykiss" 43.7781 3.08778
"AVE34" 2009 "Perca fluviatilis" 43.7781 3.08778
"AVE34" 2009 "Rutilus rutilus" 43.7781 3.08778
"AVE34" 2009 "Salmo trutta" 43.7781 3.08778
"AVE34" 2009 "Sander lucioperca" 43.7781 3.08778
"AVE34" 2009 "Squalius cephalus" 43.7781 3.08778
"AYD63" 2005 "Abramis brama" 45.6642 2.9868
"AYD63" 2011 "Abramis brama" 45.6642 2.9868
"AYD63" 2017 "Abramis brama" 45.6642 2.9868
"AYD63" 2005 "Alburnus alburnus" 45.6642 2.9868
"AYD63" 2011 "Blicca bjoerkna" 45.6642 2.9868
"AYD63" 2017 "Blicca bjoerkna" 45.6642 2.9868
"AYD63" 2017 "Cyprinus carpio" 45.6642 2.9868
"AYD63" 2005 "Esox lucius" 45.6642 2.9868
"AYD63" 2017 "Esox lucius" 45.6642 2.9868
"AYD63" 2005 "Gymnocephalus cernua" 45.6642 2.9868
"AYD63" 2011 "Gymnocephalus cernua" 45.6642 2.9868
"AYD63" 2017 "Gymnocephalus cernua" 45.6642 2.9868
"AYD63" 2011 "Lepomis gibbosus" 45.6642 2.9868
"AYD63" 2017 "Lepomis gibbosus" 45.6642 2.9868
"AYD63" 2005 "Perca fluviatilis" 45.6642 2.9868
"AYD63" 2011 "Perca fluviatilis" 45.6642 2.9868
"AYD63" 2017 "Perca fluviatilis" 45.6642 2.9868
"AYD63" 2005 "Rutilus rutilus" 45.6642 2.9868
"AYD63" 2011 "Rutilus rutilus" 45.6642 2.9868
"AYD63" 2017 "Rutilus rutilus" 45.6642 2.9868
"AYD63" 2005 "Sander lucioperca" 45.6642 2.9868
"AYD63" 2011 "Sander lucioperca" 45.6642 2.9868
"AYD63" 2017 "Sander lucioperca" 45.6642 2.9868
"AYD63" 2011 "Scardinius erythrophthalmus" 45.6642 2.9868
"AYD63" 2017 "Scardinius erythrophthalmus" 45.6642 2.9868
"AYD63" 2017 "Silurus glanis" 45.6642 2.9868
"AYG64" 2011 "Abramis brama" 43.4276 -0.461348
"AYG64" 2016 "Abramis brama" 43.4276 -0.461348
"AYG64" 2011 "Alburnus alburnus" 43.4276 -0.461348
"AYG64" 2016 "Alburnus alburnus" 43.4276 -0.461348
"AYG64" 2016 "Blicca bjoerkna" 43.4276 -0.461348
"AYG64" 2011 "Esox lucius" 43.4276 -0.461348
"AYG64" 2016 "Esox lucius" 43.4276 -0.461348
"AYG64" 2011 "Gymnocephalus cernua" 43.4276 -0.461348
"AYG64" 2016 "Gymnocephalus cernua" 43.4276 -0.461348
"AYG64" 2016 "Lepomis gibbosus" 43.4276 -0.461348
"AYG64" 2011 "Perca fluviatilis" 43.4276 -0.461348
"AYG64" 2016 "Perca fluviatilis" 43.4276 -0.461348
"AYG64" 2011 "Rutilus rutilus" 43.4276 -0.461348
"AYG64" 2016 "Rutilus rutilus" 43.4276 -0.461348
"AYG64" 2011 "Sander lucioperca" 43.4276 -0.461348
"AYG64" 2016 "Sander lucioperca" 43.4276 -0.461348
"AYG64" 2016 "Scardinius erythrophthalmus" 43.4276 -0.461348
"BAG12" 2011 "Abramis brama" 44.2619 2.7259
"BAG12" 2017 "Abramis brama" 44.2619 2.7259
"BAG12" 2017 "Alburnus alburnus" 44.2619 2.7259
"BAG12" 2011 "Blicca bjoerkna" 44.2619 2.7259
"BAG12" 2017 "Blicca bjoerkna" 44.2619 2.7259
"BAG12" 2017 "Esox lucius" 44.2619 2.7259
"BAG12" 2011 "Gymnocephalus cernua" 44.2619 2.7259
"BAG12" 2017 "Gymnocephalus cernua" 44.2619 2.7259
"BAG12" 2017 "Oncorhynchus mykiss" 44.2619 2.7259
"BAG12" 2011 "Perca fluviatilis" 44.2619 2.7259
"BAG12" 2017 "Perca fluviatilis" 44.2619 2.7259
"BAG12" 2011 "Rutilus rutilus" 44.2619 2.7259
"BAG12" 2017 "Rutilus rutilus" 44.2619 2.7259
"BAG12" 2011 "Sander lucioperca" 44.2619 2.7259
"BAG12" 2017 "Sander lucioperca" 44.2619 2.7259
"BAG12" 2017 "Scardinius erythrophthalmus" 44.2619 2.7259
"BAG12" 2017 "Tinca tinca" 44.2619 2.7259
"BAI08" 2008 "Abramis brama" 49.528 4.77802
"BAI08" 2014 "Abramis brama" 49.528 4.77802
"BAI08" 2008 "Blicca bjoerkna" 49.528 4.77802
"BAI08" 2014 "Blicca bjoerkna" 49.528 4.77802
"BAI08" 2008 "Carassius carassius" 49.528 4.77802
"BAI08" 2008 "Esox lucius" 49.528 4.77802
"BAI08" 2014 "Esox lucius" 49.528 4.77802
"BAI08" 2008 "Gymnocephalus cernua" 49.528 4.77802
"BAI08" 2014 "Gymnocephalus cernua" 49.528 4.77802
"BAI08" 2008 "Leucaspius delineatus" 49.528 4.77802
